dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,city,state,country
2022-08-09 22:38:04,31.5,37.69,1018.0,66.0,24.37,0.17,75.0,10000.0,6.69,160.0,Jacksonville,Florida,United States
