dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,city,state,country
2022-08-10 13:47:59,27.23,28.07,1017.0,56.0,17.69,3.09,100.0,10000.0,4.63,20.0,City of New York,New York,United States
