dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,city,state,country
2022-08-10 13:47:59,26.57,26.57,1018.0,29.0,7.1,9.71,0.0,10000.0,2.62,89.0,,Bahia,Brasil
