dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,city,state,country
2022-08-10 13:47:59,24.51,24.17,1022.0,44.0,11.47,8.42,40.0,10000.0,3.6,250.0,,Distrito Federal,Brasil
