dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,city,state,country
2022-08-10 13:47:59,28.31,28.02,1024.0,41.0,13.81,5.0,20.0,10000.0,6.17,110.0,City of Westminster,England,United Kingdom
