dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,city,state,country
2022-08-10 13:47:59,21.61,22.12,1019.0,88.0,19.54,0.32,75.0,10000.0,0.0,0.0,,Colima,México
