dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,city,state,country
2022-08-10 13:47:59,34.38,35.57,1007.0,38.0,18.02,2.24,20.0,10000.0,4.63,350.0,القاهرة,القاهرة,مصر
