dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,city,state,country
2022-08-10 13:47:59,29.76,35.4,1022.0,74.0,24.62,3.41,75.0,9656.0,3.6,160.0,Jacksonville,Florida,United States
