dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,city,state,country
2022-08-10 13:47:59,32.36,30.79,1020.0,26.0,10.42,4.86,0.0,10000.0,6.69,60.0,,Île-de-France,France
